image_id,split,image_path,mask_path,width,height,brightness,dhash,sha1,mask_width,mask_height,damage_pixel_pct,n_components,is_corrupt,source_component,dims_match,is_empty_mask,duplicate_group_id,in_duplicate_group
test/gaps384__test_0016,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0016.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0016.png,1920,1080,110.57939910888672,17363902111136411888,ab7ae797a81dea0fee22693c5436a9f7d750d554,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0018,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0018.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0018.png,1920,1080,109.91020202636719,17363893280952086768,febb15728572d2b32f673a0ba4a2af0d1ee0d397,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0025,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0025.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0025.png,1920,1080,102.54129791259766,17363902077045104864,d41786f7266b2966ca8f734a3946d1fd92029068,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0026,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0026.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0026.png,1920,1080,101.63404083251953,17363902111404847328,9b78cc5b3ff56cf8d8001895978445fa8cc03dd3,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0028,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0028.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0028.png,1920,1080,93.21971893310547,17940362863708270832,6a356e06f73efdd5a27ae7aa3ac255c363c62938,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0029,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0029.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0029.png,1920,1080,95.92070770263672,17363902111539065072,fbcf64b6a11eeadfc88a2330c6aeec57f2e0532f,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0030,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0030.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0030.png,1920,1080,100.72822570800781,17940362863842488560,b0025e0ba12c3fb095004130513bc9a8a2c74d35,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0031,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0031.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0031.png,1920,1080,99.90205383300781,17940362863843012848,fd4a283e5caefa8902560ae27beeab2e0dc681e2,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0032,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0032.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0032.png,1920,1080,99.60076904296875,17940362863842488560,858d6d4f65c518d67ee6fe0e0480ba2421e48fb1,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0033,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0033.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0033.png,1920,1080,109.98860931396484,17940362863842488560,aaeef7976059d6b184ab1e86fe1b3a1fa4808f75,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0034,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0034.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0034.png,1920,1080,110.89803314208984,17363902077045108976,b9c212ea0519621e82af98cb3c6302d6ea20d63a,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0039,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0039.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0039.png,1920,1080,98.90119171142578,17361641481138401520,93f5d705128ba0d36acc6b35ac79f1ec42a830c9,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0040,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0040.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0040.png,1920,1080,98.67891693115234,17363902111405371632,c647dec70f4a22e761fcdee430ead52d45b182ea,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0041,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0041.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0041.png,1920,1080,97.5333023071289,17363893280952086768,16726a8837115cc7b869a665d0ad08acc400f06b,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0042,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0042.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0042.png,1920,1080,95.5868148803711,17361650277231423728,1d46cbaf5ac7342e191bd6ee43d11440fb4cd306,1920,1080,0.0,0,False,gaps384,True,True,276,True
test/gaps384__test_0058,test,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/images/gaps384__test_0058.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/test/masks/gaps384__test_0058.png,1920,1080,108.63462829589844,17940367261889519840,2107c4edd5707ff108dc555fbaba7a7fe30485db,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0178,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0178.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0178.png,1920,1080,79.5888900756836,17940362863843012848,b461ebd2e4d08ac1a6ea0e5052f4aabec2c0b72c,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0417,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0417.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0417.png,1920,1080,98.55410766601562,17361641412184039520,2c3622fdf69ee2dbce365819e23d1a0dd16b8e6f,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0418,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0418.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0418.png,1920,1080,98.70130920410156,8138269375328350432,8f1c00129696adc4b3172735b9d8e54c5a83b971,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0419,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0419.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0419.png,1920,1080,97.84814453125,17362204439715410544,a9126478f08757981709f61836e9973b3372157c,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0437,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0437.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0437.png,1920,1080,104.72607421875,16206459311635882208,f524c2beaadd7c112d0638e1fff286588da94633,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0438,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0438.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0438.png,1920,1080,108.12257385253906,16210954115170230496,ba34403be8ef93080f580e84b09952b25f5e7347,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0440,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0440.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0440.png,1920,1080,103.318359375,17365032435363016944,8d6661219e3012dcf305eaea3c5ebd793b7154cb,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0441,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0441.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0441.png,1920,1080,103.27545928955078,17437371504243433696,f6d97871dc449e0c1c3c3f259f436c754416cac8,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0445,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0445.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0445.png,1920,1080,99.10853576660156,17361650242737463520,c58b083b18298d97371451410a2be5fa124fbe32,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0446,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0446.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0446.png,1920,1080,97.18164825439453,17363902008056144096,55c67b54323f31347d6d0536226bfdb993dd716a,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0447,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0447.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0447.png,1920,1080,99.30069732666016,17363893280952086768,e06e0f875350e27a8bf9d2b7a10eee390000a75f,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0448,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0448.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0448.png,1920,1080,98.58180236816406,17361641481138401520,7839d585063f0f8e5756475ac218e67ac4195ac4,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0449,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0449.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0449.png,1920,1080,98.73856353759766,17363902077045108976,ba4fe291ccfbfc88566a88f6b80a9054d20e926e,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0450,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0450.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0450.png,1920,1080,93.47845458984375,17363902111404847344,f7b92c7eefa2f420671cbc91aa5a9a8c7e9140d5,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0451,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0451.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0451.png,1920,1080,93.41874694824219,17363902008056144096,43a67ed2fd1e52b6441e4e862ef125df9839e77c,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0452,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0452.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0452.png,1920,1080,92.04200744628906,17363902076775620832,c9ddb7f70c3b2f78a06bdac7752533a87e6ab21d,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0453,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0453.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0453.png,1920,1080,91.18767547607422,17363902008057192672,a1b1f35589b7130dc32eafae3d1a3acb12e14934,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0454,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0454.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0454.png,1920,1080,89.31763458251953,16210980503449297120,316c931871e61af5c7d149b8cc6e95b975bbedce,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0455,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0455.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0455.png,1920,1080,87.82244110107422,16210962945622991072,98333a795d843d73c527dd6a6930ab3c3ba9fe1d,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0458,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0458.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0458.png,1920,1080,99.11399841308594,16210962911263252704,88e0c4d29d0e56d76136049226dbde846ec24f24,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0472,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0472.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0472.png,1920,1080,98.84453582763672,17941495386354148064,2af781f5598cf15e2c58109472315f7203f4b383,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0503,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0503.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0503.png,1920,1080,92.53945922851562,17363906509451358448,901b6b0320546c047d05d46f720b4f87737289c0,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0506,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0506.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0506.png,1920,1080,98.38162231445312,17940362872466108640,3ee6266875d56f36fed32c44f045c565e48b2eb0,1920,1080,0.0,0,False,gaps384,True,True,276,True
train/gaps384__train_0507,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/gaps384__train_0507.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/gaps384__train_0507.png,1920,1080,100.18048095703125,17940369469535875824,cc43d851735f55c65091b279561441cd807d1bfb,1920,1080,0.0,0,False,gaps384,True,True,276,True
